 TITLE = "CP"
 VARIABLES = i, XC, CP, CF, YPLUS
 ZONE T = " BL=           1 ,flg=           1  ",I=         100 ,J=           1
 91    0.89499491 62441.13281250  1194.22937012     0.08674755
 92    0.90499592 63775.17187500  1037.71069336     0.08086330
 93    0.91499674 65120.64062500   882.44464111     0.07456879
 94    0.92499751 66478.14062500   728.91491699     0.06777222
 95    0.93499815 67848.55468750   578.28527832     0.06036489
 96    0.94499874 69232.89062500   432.80929565     0.05222297
 97    0.95499921 70632.14843750   296.24273682     0.04320532
 98    0.96499950 72046.87500000   174.54060364     0.03316359
 99    0.97499979 73476.13281250    76.49955750     0.02195547
100    0.98500001 74914.15625000    12.28568840     0.00879859
101    0.99500000 76348.06250000   -14.98925018     0.00971859
